Jurisdicción,Sector,Ámbito,Departamento,Código de departamento,Localidad,Código de localidad,Cueanexo,Nombre,Domicilio,C. P.,Teléfono,Mail,Común,Especial,Adultos,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET,SNU - Cursos,Nivel inicial - Educación temprana,Nivel inicial - Jardín de infantes,Primario,Secundario,Integración a la modalidad común/ adultos,Primario,Secundario,Formación Profesional,Formación Profesional - INET,Alfabetización,Inicial,Primario,Secundario,,,
Buenos Aires,Estatal,Rural,ROQUE PEREZ,06693,EL ARBOLITO,06693004,062050400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,CUARTEL II   ,7245,02227 15-57-7206,secundaria2.elarbolito@gmail.com; secundaria2roqueperez@abc.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,SAAVEDRA,06700,SAAVEDRA,06700023,062050600,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº451 GENERAL JOSÉ DE SAN MARTÍN,FUNCIONA EN UNIDAD PENITENCIARIA Nº19   ,8174,02923 49-7250,cens451saavedra@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,LANUS,06434,GERLI,06434003,062050700,C.E.B.A.S. Nº49,O'HIGGINS 1433  ,1824,011 4357-2334,cebasn49lanus@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,LA PLATA,06441,VILLA ELISA,06441062,062050800,C.E.B.A.S. Nº48 DR. RENÉ FAVALORO,6,1900,0221 361-0582,cebas48@gmail.com; cebas48laplata@abc.gob.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,LA PLATA,06441,JOSE MELCHOR ROMERO,06441046,062050801,C.E.B.A.S. Nº48 - EXTENSIÓN Nº2480,520 E/175 Y 176   ,1900,0221 15-511-2513,cebas48@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Privado,Urbano,FLORENCIO VARELA,06274,FLORENCIO VARELA,06274005,062051000,JARDÍN MATERNAL INM. CONCEPCION DE LA MEDALLA MILAGRO,AV. SENZABELLO 915  ,1888,011 4237-0891,maternalmedallamilagrosa@yahoo.com.ar; ceciliaandrea1978@gmail.com,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Privado,Urbano,TRES DE FEBRERO,06840,CIUDADELA,06840005,062051100,JARDÍN DE INFANTES EL ARCA DE NOÉ,ELIZALDE 377  ,1702,011 4653-5703,eceba.ciudadela@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,JOSE C. PAZ,06412,JOSE C PAZ,06412001,062051300,INSTITUTO TECNOLOGICO MUNICIPAL DE JOSÉ C. PAZ,LEANDRO N. ALEM 4593  ,1665,02320 57-0353,itmjcpaz@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,25 DE MAYO,06854,25 DE MAYO,06854001,062051400,JARDÍN MATERNAL Nº1 SONRISITAS,34 E/104 Y 105   ,6660,02345 46-2967,maternal1veinticincodemayo@abc.gob.ar,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,EXALTACION DE LA CRUZ,06266,CAPILLA DEL SEÑOR,06266006,062051500,JARDÍN DE INFANTES Nº909 CAÑADA DE LA CRUZ,SAN JUAN E/PDA.ROBLES Y LOS CARDALES   BARRIO MARÍN,2812,02323 49-1603,jardin.909031@gmail.com; jardin909exaltaciondelacruz@abc.gob.ar,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,BAHIA BLANCA,06056,BAHIA BLANCA,06056003,062051600,CENTRO EDUCATIVO COMPLEMENTARIO Nº2,PACIFICO Y JUNIN   BARRIO VILLA NOCITO,8000,0291 455-6296,cec802bahiablanca@abc.gob.ar; cec802bb@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Buenos Aires,Estatal,Urbano,BENITO JUAREZ,06084,VILLA CACIQUE,06084017,062051700,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº451 JUANA AZURDUY,VUELTA DE OBLIGADO Y BELGRANO 451  UNIDAD PENITENCIARIA Nº37,7005,02292 49-8081,cens451benitojuarez@abc.gob.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,VILLARINO,06875,HILARIO ASCASUBI,06875017,062051800,CENTRO EDUCATIVO COMPLEMENTARIO Nº1 MADRE TERESA DE CALCUTA,1 DE SEPTIEMBRE 593  ,8142,0291 1474-0847,cec801villarino@abc.gob.ar; mpascual4@abc.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Buenos Aires,Estatal,Urbano,ARRECIFES,06077,ARRECIFES,06077001,062051900,JARDÍN MATERNAL Nº1 MERCEDITAS SAN MARTIN,STEGMAN 764  ,2740,02478 45-6066,jardinmaternalmerceditas@gmail.com; maternal1arrecifes@abc.gob.ar,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,BRANDSEN,06119,LA PARADA,06119019,062052000,JARDÍN DE INFANTES Nº911 MONSERRAT FONOLLOSA CATALAN,CENTRO DE ATENCION INTEGRAL MUNICIPAL 911  ,1980,02223 51-2051,romi_doc@hotmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,LOBOS,06483,LAGUNA DE LOBOS,06483010,062052100,CENTRO DE EDUCACION DE ADULTOS Nº705,36,7240,02227 49-4384,705lobos@gmail.com,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
Buenos Aires,Estatal,Urbano,LOMAS DE ZAMORA,06490,BANFIELD,06490001,062052200,CENTRO DE FORMACIÓN PROFESIONAL Nº405 SIMÓN BOLIVAR,MARTÍN RODRÍGUEZ 2240  ,1832,011 4243-6172,cfp405@gmail.com,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Urbano,LOMAS DE ZAMORA,06490,LLAVALLOL,06490004,062052201,CENTRO DE FORMACIÓN PROFESIONAL Nº405 - ANEXO,AV. ANTÁRTIDA ARGENTINA 2750  ,1836,011 4243-6172,cfp405@gmail.com,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Rural,BOLIVAR,06105,URDAMPILLETA,06105031,062052300,ESCUELA DE EDUCACIÓN ADULTOS Nº705,"ACCESO RUTA PROV. N°65 KM 4,5   UNIDAD PENAL N°17",6553,02314 49-1585,jd012@abc.gob.ar,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
Buenos Aires,Estatal,Urbano,SAAVEDRA,06700,SAAVEDRA,06700023,062052400,CENTRO EDUCATIVO COMPLEMENTARIO Nº1,MALVINAS ARGENTINAS 195  ,8174,02923 49-7625,cec801saavedra@abc.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Buenos Aires,Estatal,Urbano,TRES DE FEBRERO,06840,CASEROS,06840002,062052500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº37 ABUELAS DE PLAZA DE MAYO,SERRANO 2775  ,1678,011 4734-6314,secundaria37tresdefebrero@gmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,BOLIVAR,06105,URDAMPILLETA,06105031,062052600,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº452,"ACCESO RUTA 65 KM 4,5   UNIDAD PENAL Nº17",6553,02314 49-1585,luisiro10@yahoo.com.ar; cens452bolivar@abc.gob.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,LEANDRO N. ALEM,06462,VEDIA,06462024,062052700,CENTRO DE EDUCACION AGRICOLA N`22,SECCIÓN QUINTAS   ,6030,02354 42-1021,cea22leandroalem@abc.gob.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Urbano,NECOCHEA,06581,NECOCHEA,06581018,062052800,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº451,57 2582  ,7630,02262 43-5562,cens451necochea@hotmail.com; cens451necochea2019@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,LA PLATA,06441,LA PLATA,06441026,062052900,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº456,60 2670  ,1900,0221 456-2693,cens456laplata@hotmail.com; cens456laplata@abc.gob.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,LA PLATA,06441,LA PLATA,06441026,062052901,ANEXO N°1 DEL CENTRO EDUCATIVO NIVEL SECUNDARIO PARA ADULTOS N°456,56 1999  ,1900,0 0,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,ITUZAINGO,06410,ITUZAINGO,06410002,062053000,CENTRO EDUCATIVO DE NIVEL SECUNDARIO N°456,PRINGLES E/ ECUADOR Y ACEVEDO 2900  BARRIO SAN ALBERTO,1714,011 6165-0936,norbertoperegalli@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,AVELLANEDA,06035,DOCK SUD,06035006,062053100,CENTRO DE EDUCACIÓN FÍSICA Nº152 JUAN CARLOS ZABALA,AV. ROCA 325  ,1871,0 0,cef.tranquila@yahoo.com.ar; cef152avellaneda@abc.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Buenos Aires,Estatal,Urbano,MAR CHIQUITA,06518,CORONEL VIDAL,06518003,062053200,CENTRO DE EDUCACIÓN FÍSICA Nº122,VALENTIN VERGARA Y MITRE 450  ,7174,0223 426-2555,cef122marchiquita@abc.gob.ar; rgiannella@abc.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Buenos Aires,Estatal,Urbano,CAPITAN SARMIENTO,06140,CAPITAN SARMIENTO,06140003,062053300,CENTRO DE EDUCACIÓN FÍSICA Nº120 ADALBERTO CESAR MINERVINI,COLON 375  ,2752,02478 48-1314,cef120.capitansarmiento@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Buenos Aires,Estatal,Urbano,ESTEBAN ECHEVERRIA,06260,MONTE GRANDE,06260007,062053400,C.E.B.A.S. Nº41,SOFÍA TERRERO DE SANTAMARINA 542  ,1842,011 4284-1381,cebas41estebanecheverria@gmail.com; cebas41eecheverria@abc.gob.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,CAMPANA,06126,CAMPANA,06126005,062053600,CENTRO DE FORMACIÓN PROFESIONAL Nº402,SECCIÓN IV DE ISLAS   CARABELAS,2804,03489 15-52-9150,cfp402campana@abc.gob.ar; cfp402campana@hotmail.com.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Urbano,GENERAL ARENALES,06294,GENERAL ARENALES,06294016,062053700,CENTRO DE FORMACIÓN PROFESIONAL Nº401,CASTELLI 149  ,6005,2353 461243,cfp401arenales@hotmail.com; arolla@abc.gob.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Urbano,PERGAMINO,06623,PERGAMINO,06623031,062053800,CENTRO DE FORMACIÓN PROFESIONAL Nº402,ITALIA 1258  ,2700,02477 43-0468,centro402@yahoo.com.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Urbano,LOBERIA,06476,LOBERIA,06476023,062053900,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DR. RENÉ GERÓNIMO FAVALORO,AVENIDA SARMIENTO 501  ,7635,02261 44-0259,tecnica1loberia@abc.gob.ar,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,GENERAL PUEYRREDON,06357,MAR DEL PLATA,06357020,062054000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº50,RIO CALCHAQUÍ 1312  LA GLORIA DE LA PEREGRINA,7600,0223 463-0581,secundaria50gpueyrredon@abc.gob.ar; ees50.mdp@gmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,PATAGONES,06602,CARMEN DE PATAGONES,06602004,062054100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 CATALINA ISABEL VILLARINO,CELEDONIO MIGUEL E/P. ROJAS Y DOMINGO DE ORO   ,8504,02920 46-1725,ees6carmendepatagones@gmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,MONTE,06547,ABBOTT,06547001,062054300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,SARMIENTO Y CRAIG   ,7228,02226 49-1041,ees3monte@gmail.com; sb03monte@yahoo.com.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,GENERAL PUEYRREDON,06357,MAR DEL PLATA,06357020,062054400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº79,MAGNASCO 566  SANTA RITA,7600,0223 483-0064,secundaria79gpueyrredon@abc.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,LOBERIA,06476,LOBERIA,06476023,062054500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 LILIANA BEATRIZ MARCOS,RUTA NACIONAL 227 KM 47   TAMANGUEYU,7635,02261 44-0564,secundaria4loberia@abc.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,BERISSO,06098,LA HERMOSURA,06098026,062054700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº 7 PARAJE LA HERMOSURA,RUTA 11 KM. 13 9950  ,1923,0221 15-400-2211,eesn7@yahoo.com.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,LOMAS DE ZAMORA,06490,TEMPERLEY,06490007,062054900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº81,INDALECIO GÓMEZ E/ B. ENCALADA Y ACHUPALLAS 502  LA PERLA,1834,011 3958-5094,secundaria81lomasdezamora@abc.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,LA MATANZA,06427,GREGORIO DE LAFERRERE,06427006,062055000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº 158 RAQUEL FORNER,RUÍZ DE LOS LLANOS 2118  ,1757,011 4467-7574,ms158lamatanza@gmail.com; mariaaguero5@abc.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,LA MATANZA,06427,SAN JUSTO,06427012,062055100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº184,DOLORES 3986  SAN NICOLÁS,1754,011 4651-1982,secundaria184lamatanza@abc.gob.ar; esb.198.lamatanza@gmailcom,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,TRES ARROYOS,06833,TRES ARROYOS,06833027,062055200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,ROCHA ESQ. MAZZINI 1110  ,7500,02983 42-5226,secundaria3tresarroyos@abc.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Privado,Urbano,PILAR,06638,PILAR,06638012,062055300,ESCUELA COMUNITARIA DE VILLA ASTOLFI,RECONQUISTA 450  ,1633,02304 443-1137,escuelacomunitaria8061@gmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,MERCEDES,06532,MERCEDES,06532011,062055400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº 9 RENÉ FAVALORO,34 3825  ,6600,02324 42-1854,secundaria9mercedesba@gmail.com; secundaria9mercedes@abc.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,ITUZAINGO,06410,ITUZAINGO,06410002,062055600,ESCUELA DE ADULTOS Nº706,PRINGLES 3000  ,1714,011 4621-3238,veramirez3@abc.gob.ar; verogramirez77@gmail.com,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
Buenos Aires,Estatal,Rural,AZUL,06049,AZUL,06049005,062055900,JARDÍN DE INFANTES RURAL Nº9,FUNCIONA EN PP 65   ESTANCIA SAN PEDRO,7300,02281 57-4202,jardinrural9azul@abc.gob.ar,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,TANDIL,06791,TANDIL,06791044,062056000,CENTRO DE FORMACIÓN PROFESIONAL Nº403,GARIBALDI 1583  ,7000,0249 444-9482,cfp403tandil@gmail.com,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Urbano,GENERAL ALVARADO,06280,MIRAMAR,06280018,062056100,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº194,DIAGONAL FORTUNATO DE LA PLAZA 1620  ,7607,02291 43-3791,isft194miramar@gmail.com; soledad_coco@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Buenos Aires,Privado,Urbano,VICENTE LOPEZ,06861,FLORIDA,06861004,062056200,JARDÍN RAYITO DE SOL,GRAL.LAVALLE 2180  ,1602,011 4795-0894,jardin@jardinrayitodeso.com.ar; secretariacentral@jardinrayitodesol.com.ar,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Privado,Urbano,HURLINGHAM,06408,HURLINGHAM,06408002,062056300,JARDÍN MATERNAL MI NIDITO,AV. ROCA 1111  ,1686,011 2199-6862,jardin_minidito@hotmail.com,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Privado,Urbano,PILAR,06638,VILLA ASTOLFI,06638016,062056500,ESCUELA COMUNITARIA VILLA ASTOLLFI,RECONQUISTA 450  ,1633,0230 443-1137,escuelacomunitaria@yahoo.com.ar,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,BOLIVAR,06105,LA CAROLINA,06105024,062056600,JARDÍN DE INFANTES RURAL Nº15,PARAJE LA CAROLINA HALE   ,6509,02314 41-0984,jardinrural15bolivar@abc.gob.ar; mchourrout@abc.gob.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,TANDIL,06791,TANDIL,06791044,062056700,JARDÍN DE INFANTES RURAL Nº9,ESTACION IRAOLA   ,7000,0249 15-433-5647,jirimm9tandil@gmail.com; jardinrural9tandil@abc.gob.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,AZUL,06049,AZUL,06049005,062056800,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº451,AVENIDA MITRE 826  ,7300,02281 42-3434,mauiarussi@abc.gob.ar; cens451azul@abc.gob.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Buenos Aires,Estatal,Urbano,SAAVEDRA,06700,SAAVEDRA,06700023,062056900,ESCUELA DE ADULTOS Nº703 ALAS DE LIBERTAD,UNIDAD PENITENCIARIA Nº19 SAN CAYETANO 400  ,8174,02923 15-43-1674,epa703saavedra@abc.gob.ar,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
Buenos Aires,Estatal,Rural,AZUL,06049,VILLA LAZA,06049052,062057100,JARDÍN DE INFANTES RURAL Nº7,FALUCHO 751  ,7300,02281 40-6327,vale_serrao81@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,JOSE C. PAZ,06412,JOSE C PAZ,06412001,062057200,CENTRO DE FORMACIÓN PROFESIONAL Nº402,ACERBONI 1045  ,1665,011 2867-7804,cavizar@hotmail.com; cflaboral402@gmail.com,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Urbano,ITUZAINGO,06410,ITUZAINGO,06410002,062057400,ESCUELA DE EDUCACIÓN ARTÍSTICA Nº 1 MAFALDA,CNEL. JOSÉ MARÍA VILELA 1810  ,1714,011 4458-5095,escuelaesteticaituzaingo@gmail.com; estetica1ituzaingo@abc.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Buenos Aires,Estatal,Rural,SAN ANTONIO DE ARECO,06735,SAN ANTONIO DE ARECO,06735007,062057500,JARDÍN DE INFANTES RURAL Nº7,FUNCIONA EN PP Nº6 CAMINO DEL QUINTON   Cuartel VI,2760,02325 15-65-4354,evangelinagoro@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Privado,Urbano,QUILMES,06658,BERNAL,06658001,062057600,INSTITUTO SUPERIOR INNOVACIONES PEDAGÓGICAS SIGLO XXI,BELGRANO 260/80  ,1878,011 15-4947-7303,info@isip.edu.ar; ipsigloxxi@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Buenos Aires,Privado,Urbano,QUILMES,06658,QUILMES,06658008,062057800,JARDÍN MATERNAL MANUEL BELGRANO,RIVADAVIA 487  ,1878,011 4253-0123,maternal@qhs.com.ar,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,GENERAL GUIDO,06308,GENERAL GUIDO,06308004,062058000,CENTRO DE EDUCACIÓN FÍSICA Nº137,CALLE 25 DE MAYO E/SAN MARTÍN Y BELGRANO 251  ,7118,02268 15-51-1705,cef137guido@abc.gob.ar; sebsosa@abc.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Buenos Aires,Estatal,Urbano,MAGDALENA,06505,MAGDALENA,06505011,062058100,JARDÍN DE INFANTES RURAL Nº7,CAMINO VECINAL 3   JULIO ARDITTI,1913,02223 15-42-5472,jardinrural7magdalena@gmail.com; jardinrural7magdalena@abc.gob.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,CHASCOMUS,06218,COMANDANTE GIRIBONE,06218004,062058200,JARDÍN DE INFANTES Nº911,GIRIBONE   ,7130,02241 46-9492,jardin911chascomus@abc.gob.ar,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,TANDIL,06791,TANDIL,06791044,062058300,JARDÍN DE INFANTES RURAL Nº12,RUTA 30 - KM 122   LA PORTEÑA,7000,0249 15-446-8578,jirimm12tandil@gmail.com; marinafesembeck@gmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,TRES ARROYOS,06833,TRES ARROYOS,06833027,062058400,JARDÍN DE INFANTES RURAL Nº8,CUARTEL V   LA HORQUETA,7500,02983 60-0948,jardinrural8tresarroyos@abc.gob.ar,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,25 DE MAYO,06854,SAN ENRIQUE,06854029,062058500,JARDÍN DE INFANTES RURAL Nº13,ZONA RURAL   PARAJE PUESTO COLORADO,6661,0221 15-317-4749,jardinrural13veinticincodemayo@abc.gob.ar; jirimm13puestocolorado@gmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,TRENQUE LAUQUEN,06826,COLONIA EL MATE,06826004,062058600,JARDÍN DE INFANTES RURAL Nº17 ADOLFO ALSINA,ZONA RURAL 17  ,6400,02392 15-56-0724,mercedesdelicio@yahoo.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,GENERAL LA MADRID,06322,GENERAL LA MADRID,06322005,062058700,JARDÍN DE INFANTES RURAL Nº7,SARMIENTO   EL LUCERO,7406,02284 56-9345,jardinrural7glamadrid@abc.gob.ar,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,BERAZATEGUI,06091,JUAN MARIA GUTIERREZ,06091007,062058800,CENTRO EDUCATIVO COMPLEMENTARIO Nº 3 MARÍA ELENA WALSH,459 E/410 Y 411   ,1890,011 3524-7517,cec803berazategui@abc.gob.ar; vabenitez8@abc.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Buenos Aires,Estatal,Urbano,GENERAL PUEYRREDON,06357,BATAN,06357009,062058900,CENTRO DE FORMACIÓN PROFESIONAL Nº408,"RUTA 88 KM 6,5   FUNCIONA EN UNIDAD PENAL N°15",7601,0223 634-7173,cfl408gpueyrredon@abc.gob.ar; rubmontaezdaz@abc.gob.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Rural,TRES ARROYOS,06833,COLONIA SAN JUAN DE BELLOCQ,06833004,062059000,JARDÍN DE INFANTES RURAL Nº7,AVDA. SAN MARTÍN 20000  SAN JUAN,7500,02983 15-61-6223,jardinrural7tresarroyos@abc.gob.ar; andqueipo@abc.gob.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Urbano,LA MATANZA,06427,RAFAEL CASTILLO,06427010,062059100,CENTRO DE FORMACIÓN PROFESIONAL Nº410,MARCELO T DE ALVEAR 1723  ,1755,011 2064-1515,cfp410lamatanza@gmail.com,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
Buenos Aires,Estatal,Rural,SAN VICENTE,06778,SAN VICENTE,06778008,062059200,JARDÍN DE INFANTES RURAL Nº1,CUARTEL IV   SANTA ROSA,1865,02224 60-0877,jardinrural1sanvicente@abc.gob.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,GENERAL PAZ,06343,RANCHOS,06343006,062059300,JARDÍN DE INFANTES RURAL Nº7,CUARTEL IV RUTA 20   LA BLANQUEADA,1987,02241 47-0162,jirimmn7ranchos@gmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,TRENQUE LAUQUEN,06826,TRENQUE LAUQUEN,06826029,062059400,JARDÍN DE INFANTES RURAL Nº15,CUARTEL VI. LAS TRECE PLANTAS   SANTA MARGARITA,6400,02392 15-56-8367,anab75montejo@gmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,CORONEL SUAREZ,06203,PIÑEYRO,06203020,062059500,JARDÍN DE INFANTES RURAL Nº17,CUARTEL II   PIÑEYRO,7540,02926 40-9834,jardinrural17csuarez@abc.gob.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,TAPALQUE,06798,TAPALQUE,06798016,062059600,JARDÍN DE INFANTES RURAL Nº5,CUARTEL III   ARCE HERMANOS,7303,02281 68-2666,jardinrural5tapalque@abc.gob.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,CORONEL PRINGLES,06196,CORONEL PRINGLES,06196004,062059700,JARDÍN DE INFANTES RURAL Nº9,ESTACION KRABBE ZONA RURAL   ESTACION KRABBE,7530,02923 69-6747,jardinrural9pringles@abc.gob.ar; lbarberavidela@abc.gob.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Buenos Aires,Estatal,Rural,LOBERIA,06476,LOBERIA,06476023,062059800,JARDÍN DE INFANTES RURAL Nº3,PARAJE LA FLORESTA CUARTEL VI   LA FLORESTA,7635,02262 47-5793,thevenetlidia@gmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
